name,tot,male,female,is_male,is_female
mariodaniele,71,71,0,True,False
cesaregiuseppe,71,71,0,True,False
salvatoredomenico,71,71,0,True,False
mariolino,71,71,0,True,False
umbertoluigi,71,71,0,True,False
birgit,71,0,71,False,True
mariaannunziata,71,0,71,False,True
tanja,71,0,71,False,True
laurino,71,71,0,True,False
ancilla,71,0,71,False,True
beatrix,70,0,70,False,True
guerriero,70,70,0,True,False
andreaantonio,70,70,0,True,False
teodorico,70,70,0,True,False
antoniogavino,70,70,0,True,False
defendente,70,70,0,True,False
galileo,70,70,0,True,False
michelemario,70,70,0,True,False
antonioalberto,70,70,0,True,False
giulianogiuseppe,70,70,0,True,False
umbertoantonio,70,70,0,True,False
ottone,70,70,0,True,False
jonny,70,70,0,True,False
matteomaria,70,70,0,True,False
erichjosef,70,70,0,True,False
soniamaria,70,0,70,False,True
enzogiuseppe,70,70,0,True,False
lorenzina,70,0,70,False,True
danteangelo,70,70,0,True,False
faliero,70,70,0,True,False
giovannienrico,70,70,0,True,False
elios,70,70,0,True,False
luigicarmine,70,70,0,True,False
floro,69,69,0,True,False
marilinda,69,0,69,False,True
vando,69,69,0,True,False
luigilivio,69,69,0,True,False
libera,69,0,69,False,True
gasparino,69,69,0,True,False
mariaalba,69,0,69,False,True
roccomario,69,69,0,True,False
ilva,69,0,69,False,True
coriolano,69,69,0,True,False
giovanniclaudio,69,69,0,True,False
oretta,69,0,69,False,True
giovannifilippo,69,69,0,True,False
giuseppecarmine,69,69,0,True,False
renatogiuseppe,69,69,0,True,False
orsolina,69,0,69,False,True
philipp,69,69,0,True,False
clorinda,69,0,69,False,True
maurizioluigi,68,68,0,True,False
antoniomarco,68,68,0,True,False
marita,68,0,68,False,True
emiliogiovanni,68,68,0,True,False
valdemaro,68,68,0,True,False
m,68,0,68,False,True
marietta,68,0,68,False,True
levino,68,68,0,True,False
giuseppeottavio,68,68,0,True,False
venceslao,68,68,0,True,False
ariella,68,0,68,False,True
luisanna,68,0,68,False,True
antonioaldo,68,68,0,True,False
lucina,68,0,68,False,True
ginevra,68,0,68,False,True
concettamaria,68,0,68,False,True
ave,68,0,68,False,True
egeo,68,68,0,True,False
nicolasalvatore,68,68,0,True,False
gionni,67,67,0,True,False
walburga,67,0,67,False,True
artur,67,67,0,True,False
ferrero,67,67,0,True,False
emanueleantonio,67,67,0,True,False
ermenegilda,67,0,67,False,True
domenicoalfonso,67,67,0,True,False
enricoantonio,67,67,0,True,False
piergaetano,67,67,0,True,False
matteoantonio,67,67,0,True,False
leonardantonio,67,67,0,True,False
mauriziogiovanni,67,67,0,True,False
brunoluigi,67,67,0,True,False
giovina,67,0,67,False,True
piermarino,67,67,0,True,False
marioalberto,67,67,0,True,False
angelocarmelo,67,67,0,True,False
carl,67,67,0,True,False
giuseppeambrogio,67,67,0,True,False
gianuario,67,67,0,True,False
vitoleonardo,67,67,0,True,False
diamante,67,66,1,True,False
osvalda,67,0,67,False,True
lelia,67,0,67,False,True
delmo,67,67,0,True,False
patricia,67,0,67,False,True
evelino,67,67,0,True,False
giuseppefelice,67,67,0,True,False
luigimarco,67,67,0,True,False
gianmassimo,67,67,0,True,False
raffaeleangelo,67,67,0,True,False
emiliogiuseppe,67,67,0,True,False
luigidomenico,67,67,0,True,False
antonioenrico,67,67,0,True,False
gigino,66,66,0,True,False
paoloandrea,66,66,0,True,False
nucio,66,66,0,True,False
antonellamaria,66,5,61,False,True
vittorioantonio,66,66,0,True,False
castrenze,66,66,0,True,False
alvano,66,66,0,True,False
giuseppetommaso,66,66,0,True,False
giuseppearmando,66,66,0,True,False
adrianogiovanni,66,66,0,True,False
fabriziomaria,66,66,0,True,False
angelofelice,66,66,0,True,False
catiuscia,66,0,66,False,True
giovbattista,66,66,0,True,False
edi,66,0,66,False,True
gianniluigi,66,66,0,True,False
pierenrico,66,66,0,True,False
sylvie,66,0,66,False,True
francomaria,66,66,0,True,False
antoniomatteo,66,66,0,True,False
antonangelo,66,66,0,True,False
giovannicarmine,66,66,0,True,False
mose,66,66,0,True,False
enricodomenico,65,65,0,True,False
pablo,65,65,0,True,False
pilade,65,65,0,True,False
orante,65,65,0,True,False
cesareantonio,65,65,0,True,False
viola,65,0,65,False,True
danielamaria,65,0,65,False,True
giacomomaria,65,65,0,True,False
gisela,65,0,65,False,True
antoniogiacomo,65,65,0,True,False
lucantonio,65,65,0,True,False
aldogiovanni,65,65,0,True,False
angelobruno,65,65,0,True,False
rosariogiuseppe,65,65,0,True,False
antoniomassimo,65,65,0,True,False
angelarita,65,0,65,False,True
angeloandrea,65,65,0,True,False
angelopasquale,65,65,0,True,False
marcomario,65,65,0,True,False
salvatoreluigi,65,65,0,True,False
michelegiovanni,65,65,0,True,False
johannjosef,65,65,0,True,False
milvio,65,65,0,True,False
zeffirino,65,65,0,True,False
annina,65,0,65,False,True
renatamaria,65,0,65,False,True
victor,64,64,0,True,False
annio,64,64,0,True,False
virgilia,64,0,64,False,True
renzomario,64,64,0,True,False
pieranna,64,0,64,False,True
ricciotti,64,64,0,True,False
nicolarocco,64,64,0,True,False
giovanniluciano,64,64,0,True,False
bettino,64,64,0,True,False
giovannigaetano,64,64,0,True,False
amico,64,64,0,True,False
lucianomario,64,64,0,True,False
giovannico,64,64,0,True,False
antoniodaniele,64,64,0,True,False
mireno,64,64,0,True,False
mariannina,64,0,64,False,True
angelovito,64,64,0,True,False
donatangelo,64,64,0,True,False
fanny,64,0,64,False,True
herman,64,64,0,True,False
claudiovincenzo,64,64,0,True,False
giusepperaffaele,64,64,0,True,False
antonioroberto,64,64,0,True,False
claudina,64,0,64,False,True
chantal,64,0,64,False,True
faustina,64,0,64,False,True
erico,64,64,0,True,False
trifone,64,64,0,True,False
vitomario,63,63,0,True,False
francescoenrico,63,63,0,True,False
vinzenz,63,63,0,True,False
angelostefano,63,63,0,True,False
oriella,63,0,63,False,True
lucaluigi,63,63,0,True,False
almiro,63,63,0,True,False
ugogiuseppe,63,63,0,True,False
cruciano,63,63,0,True,False
bice,63,0,63,False,True
pasqualegiuseppe,63,63,0,True,False
gabrieleangelo,63,63,0,True,False
willer,63,63,0,True,False
romedio,63,63,0,True,False
zelindo,63,63,0,True,False
francecso,63,63,0,True,False
pietrogiacomo,63,63,0,True,False
davidemaria,63,58,5,True,False
kety,63,0,63,False,True
giovacchino,63,58,5,True,False
eliogiuseppe,63,63,0,True,False
mauropaolo,62,62,0,True,False
daniella,62,0,62,False,True
leopold,62,62,0,True,False
calcedonio,62,62,0,True,False
marusca,62,2,60,False,True
tea,62,0,62,False,True
senatro,62,62,0,True,False
antoniettamaria,62,0,62,False,True
giovannigavino,62,62,0,True,False
marziale,62,62,0,True,False
giuseppegerardo,62,62,0,True,False
veraldo,62,62,0,True,False
marcelloluciano,62,62,0,True,False
eda,62,0,62,False,True
robertofrancesco,62,62,0,True,False
vincenzofranco,62,62,0,True,False
bastiano,62,62,0,True,False
valda,62,0,62,False,True
avelio,62,62,0,True,False
caterinamaria,62,0,62,False,True
gioele,62,62,0,True,False
valfrido,62,62,0,True,False
salvatoreleonardo,62,62,0,True,False
salvatoreandrea,62,62,0,True,False
armenio,62,62,0,True,False
nadir,62,62,0,True,False
luigialessandro,61,61,0,True,False
guidomaria,61,61,0,True,False
viktor,61,61,0,True,False
cosma,61,61,0,True,False
azzurra,61,0,61,False,True
salvatoreantonino,61,61,0,True,False
mariatiziana,61,0,61,False,True
flavioluigi,61,61,0,True,False
giacomobattista,61,61,0,True,False
publio,61,61,0,True,False
giovannirenato,61,61,0,True,False
josefalois,61,61,0,True,False
assunto,61,61,0,True,False
rudolfjosef,61,61,0,True,False
nildo,61,61,0,True,False
donatorocco,61,61,0,True,False
mercedes,61,0,61,False,True
pietromichele,61,61,0,True,False
robertocarlo,61,61,0,True,False
gerardomichele,61,61,0,True,False
rosariosalvatore,61,61,0,True,False
vittoriogiuseppe,61,61,0,True,False
antoniofelice,61,61,0,True,False
vincenzomichele,61,61,0,True,False
alesio,61,61,0,True,False
enricocarlo,61,61,0,True,False
valdino,61,61,0,True,False
antonioluciano,60,60,0,True,False
silvestra,60,0,60,False,True
crocefisso,60,60,0,True,False
angelodonato,60,60,0,True,False
ginomarco,60,60,0,True,False
giuliogiovanni,60,60,0,True,False
raffael,60,60,0,True,False
fabiofrancesco,60,60,0,True,False
nicolagerardo,60,60,0,True,False
francesconicola,60,60,0,True,False
flavioclaudio,60,60,0,True,False
vitofrancesco,60,60,0,True,False
karolina,60,0,60,False,True
roccovincenzo,60,60,0,True,False
georgia,60,0,60,False,True
tolmino,60,60,0,True,False
mariafederica,60,0,60,False,True
pedro,60,60,0,True,False
carlovittorio,60,60,0,True,False
gasperino,60,60,0,True,False
carloroberto,60,60,0,True,False
carloaugusto,60,60,0,True,False
francogino,60,60,0,True,False
josefjohann,60,60,0,True,False
antoniocesare,60,60,0,True,False
andrealuigi,60,60,0,True,False
margarethe,60,0,60,False,True
cosma,60,0,60,False,True
francosalvatore,60,60,0,True,False
enricamaria,59,0,59,False,True
mariogiacomo,59,59,0,True,False
fabrizioluigi,59,59,0,True,False
luciaanna,59,0,59,False,True
norina,59,0,59,False,True
eli,59,59,0,True,False
carminegiuseppe,59,59,0,True,False
giuseppegaetano,59,59,0,True,False
roccantonio,59,59,0,True,False
lorenzoantonio,59,59,0,True,False
lucianogiuseppe,59,59,0,True,False
mariagloria,59,0,59,False,True
werter,59,59,0,True,False
florinda,59,0,59,False,True
micheleandrea,59,59,0,True,False
mariaemanuela,59,0,59,False,True
assuntina,59,0,59,False,True
filippina,59,0,59,False,True
giovannipasquale,59,59,0,True,False
mariacarmina,59,0,59,False,True
arturogiovanni,59,59,0,True,False
euclide,59,59,0,True,False
vitomichele,59,59,0,True,False
bartolomeogiuseppe,58,58,0,True,False
veneranda,58,0,58,False,True
gianrico,58,58,0,True,False
silviocarlo,58,58,0,True,False
isolina,58,0,58,False,True
sergiopaolo,58,58,0,True,False
werther,58,58,0,True,False
alain,58,58,0,True,False
eugeniogiuseppe,58,58,0,True,False
diegomaria,58,58,0,True,False
dietmar,58,58,0,True,False
paolonicola,58,58,0,True,False
giuseppefabrizio,58,58,0,True,False
icilio,58,58,0,True,False
melina,58,0,58,False,True
mennato,58,58,0,True,False
emore,58,58,0,True,False
elga,58,0,58,False,True
mariolucio,58,58,0,True,False
hubertjosef,58,58,0,True,False
james,58,58,0,True,False
faustoantonio,58,58,0,True,False
antoninoangelo,58,58,0,True,False
rosino,58,58,0,True,False
davidegiuseppe,58,58,0,True,False
giorgioluigi,58,58,0,True,False
amatore,57,57,0,True,False
pietropio,57,57,0,True,False
pietroemilio,57,57,0,True,False
carmelosebastiano,57,57,0,True,False
giuseppefilippo,57,57,0,True,False
carminantonio,57,57,0,True,False
pierclaudio,57,57,0,True,False
menotti,57,57,0,True,False
annagiulia,57,0,57,False,True
ronaldo,57,57,0,True,False
tommasina,57,0,57,False,True
jader,57,52,5,True,False
valtero,57,57,0,True,False
giov,57,57,0,True,False
natalegiuseppe,57,57,0,True,False
tersilla,57,0,57,False,True
diletto,57,57,0,True,False
marialorenza,57,0,57,False,True
marialuciana,57,0,57,False,True
biagioantonio,57,57,0,True,False
brenno,57,57,0,True,False
anteo,57,57,0,True,False
alessandromaria,57,57,0,True,False
pierodomenico,57,57,0,True,False
remogiuseppe,57,57,0,True,False
giustiniano,57,57,0,True,False
giuseppevittorio,57,57,0,True,False
faustoluigi,57,57,0,True,False
mariocarmine,56,56,0,True,False
alfia,56,0,56,False,True
elodia,56,0,56,False,True
salvatorecarlo,56,56,0,True,False
mariacatena,56,0,56,False,True
mariabambina,56,4,52,False,True
giuseppemaurizio,56,56,0,True,False
monaldo,56,56,0,True,False
alderico,56,56,0,True,False
lodovica,56,0,56,False,True
clarissa,56,0,56,False,True
arno,56,56,0,True,False
louis,56,56,0,True,False
margareth,56,0,56,False,True
raffaeledomenico,56,56,0,True,False
ursula,56,0,56,False,True
danieleluigi,56,56,0,True,False
raffaelegiuseppe,56,56,0,True,False
katharina,56,0,56,False,True
luigigino,56,56,0,True,False
carlomichele,56,56,0,True,False
evelyn,56,0,56,False,True
irenemaria,56,0,56,False,True
brunonicola,56,56,0,True,False
reno,56,56,0,True,False
teofilo,56,56,0,True,False
isio,56,56,0,True,False
mariarina,56,0,56,False,True
valdimiro,55,55,0,True,False
cosimomario,55,55,0,True,False
urban,55,55,0,True,False
federigo,55,55,0,True,False
dinogiuseppe,55,55,0,True,False
vigil,55,55,0,True,False
santoro,55,55,0,True,False
annagiuseppina,55,0,55,False,True
consiglia,55,0,55,False,True
ettorina,55,0,55,False,True
waltergiuseppe,55,55,0,True,False
venerio,55,55,0,True,False
massimoantonio,55,55,0,True,False
albertoangelo,55,55,0,True,False
pieroeugenio,55,55,0,True,False
mariacristi,55,0,55,False,True
bortolomeo,55,55,0,True,False
giorgiofrancesco,55,55,0,True,False
nicolaluigi,55,55,0,True,False
aldopietro,55,55,0,True,False
gotthard,55,55,0,True,False
giuseppepasquale,55,55,0,True,False
karljosef,55,55,0,True,False
otmar,55,55,0,True,False
josefanton,55,55,0,True,False
jurgen,55,55,0,True,False
giuseppenatale,55,55,0,True,False
atanasio,55,55,0,True,False
paolodomenico,55,55,0,True,False
kurtjosef,55,55,0,True,False
teresia,55,0,55,False,True
andrej,55,55,0,True,False
verusca,55,0,55,False,True
mariocarmelo,55,55,0,True,False
brunofranco,55,55,0,True,False
mimma,55,0,55,False,True
nelly,55,0,55,False,True
felicetta,55,0,55,False,True
andreaemilio,55,55,0,True,False
pierofranco,55,55,0,True,False
marida,55,0,55,False,True
antonioagostino,55,55,0,True,False
marianella,55,0,55,False,True
ulrico,54,54,0,True,False
pierfausto,54,54,0,True,False
libertario,54,54,0,True,False
pierfilippo,54,54,0,True,False
cosimogiuseppe,54,54,0,True,False
sigrid,54,0,54,False,True
giorgetto,54,54,0,True,False
volmer,54,54,0,True,False
antonioemilio,54,54,0,True,False
sergiopietro,54,54,0,True,False
marinello,54,54,0,True,False
donatino,54,54,0,True,False
giuseppebartolomeo,54,54,0,True,False
mariarosalba,54,0,54,False,True
marialina,54,0,54,False,True
patriziamaria,54,0,54,False,True
gianpio,54,54,0,True,False
luigiroberto,54,54,0,True,False
taddeo,54,54,0,True,False
carmina,54,0,54,False,True
folco,54,54,0,True,False
antoniostefano,54,54,0,True,False
rinamaria,54,0,54,False,True
giacomopietro,54,54,0,True,False
mirian,54,0,54,False,True
vanes,54,54,0,True,False
gunter,54,54,0,True,False
gesumino,54,54,0,True,False
angelovincenzo,53,53,0,True,False
diva,53,0,53,False,True
robertopietro,53,53,0,True,False
simonegiuseppe,53,53,0,True,False
vittoriogiovanni,53,53,0,True,False
lucamarco,53,53,0,True,False
walther,53,53,0,True,False
giuseppeleonardo,53,53,0,True,False
fabiopaolo,53,53,0,True,False
clarice,53,0,53,False,True
theo,53,53,0,True,False
giuseppegiorgio,53,53,0,True,False
rosaldo,53,53,0,True,False
rosarioantonio,53,53,0,True,False
vitalia,53,0,53,False,True
luigieliseo,53,53,0,True,False
adelfo,53,53,0,True,False
francescoan,53,53,0,True,False
nillo,53,53,0,True,False
luiginatale,53,53,0,True,False
eleno,53,53,0,True,False
nicholas,53,53,0,True,False
giosafat,53,53,0,True,False
giovani,53,53,0,True,False
mariadonatella,53,0,53,False,True
tarquinio,53,53,0,True,False
fulvioangelo,53,53,0,True,False
giuseppeenrico,53,53,0,True,False
domenicoluigi,53,53,0,True,False
valterluigi,53,53,0,True,False
ermindo,53,53,0,True,False
iliana,53,0,53,False,True
guglielma,53,0,53,False,True
brunero,53,53,0,True,False
marioroberto,53,53,0,True,False
giacomofrancesco,53,53,0,True,False
domenicoenzo,53,53,0,True,False
adrianomario,53,53,0,True,False
signorino,53,53,0,True,False
giacomosalvatore,53,53,0,True,False
amanzio,52,52,0,True,False
francarlo,52,52,0,True,False
giuseppeignazio,52,52,0,True,False
annacaterina,52,0,52,False,True
paolarosa,52,0,52,False,True
argia,52,0,52,False,True
umberta,52,0,52,False,True
luise,52,0,52,False,True
ginesio,52,52,0,True,False
massimina,52,0,52,False,True
antoniodario,52,52,0,True,False
marioliberato,52,52,0,True,False
biagia,52,0,52,False,True
giovannantonio,52,52,0,True,False
marialoredana,52,0,52,False,True
giovannibenedetto,52,52,0,True,False
nicolantonio,52,52,0,True,False
giorgiocarlo,52,52,0,True,False
ferrando,52,52,0,True,False
mariafilomena,52,0,52,False,True
johannes,52,52,0,True,False
ivoantonio,52,52,0,True,False
girolama,52,0,52,False,True
liberio,52,52,0,True,False
maurizioantonio,52,52,0,True,False
luciofranco,52,52,0,True,False
attilioluigi,52,52,0,True,False
gianmartino,52,52,0,True,False
robertogiorgio,52,52,0,True,False
ernestomaria,52,52,0,True,False
josefine,52,0,52,False,True
vandamaria,52,0,52,False,True
rosalina,52,0,52,False,True
lucianoluigi,52,52,0,True,False
azio,52,52,0,True,False
mariaraffaella,52,0,52,False,True
nadiamaria,51,0,51,False,True
albo,51,51,0,True,False
gianrino,51,51,0,True,False
sestino,51,51,0,True,False
giovannaangela,51,0,51,False,True
ermannoluigi,51,51,0,True,False
domenicamaria,51,0,51,False,True
uliana,51,0,51,False,True
enri,51,51,0,True,False
pierluigimaria,51,51,0,True,False
giampiera,51,0,51,False,True
mariaclotilde,51,0,51,False,True
walterpietro,51,51,0,True,False
jolanda,51,0,51,False,True
antoniogaetano,51,51,0,True,False
frank,51,51,0,True,False
millo,51,51,0,True,False
gerard,51,51,0,True,False
ezioantonio,51,51,0,True,False
giovanniaugusto,51,51,0,True,False
pasqualemario,51,51,0,True,False
petronilla,51,0,51,False,True
guidopietro,51,51,0,True,False
salvatorematteo,51,51,0,True,False
albamaria,51,0,51,False,True
aldomario,51,51,0,True,False
aldofrancesco,51,51,0,True,False
monicamaria,51,0,51,False,True
leonardogiuseppe,51,51,0,True,False
nicolasergio,51,51,0,True,False
tomasino,51,51,0,True,False
avellino,51,51,0,True,False
liateresa,51,0,51,False,True
aloiskarl,51,51,0,True,False
piercesare,51,51,0,True,False
francescopietro,51,51,0,True,False
saro,51,51,0,True,False
fabiomaria,51,51,0,True,False
albrecht,51,51,0,True,False
santoantonio,51,51,0,True,False
fortuna,51,1,50,False,True
claretta,51,0,51,False,True
giuseppecesare,51,51,0,True,False
dovilio,51,51,0,True,False
iana,51,0,51,False,True
argante,51,51,0,True,False
giovannilino,51,51,0,True,False
nerella,51,0,51,False,True
paolofranco,51,51,0,True,False
ramon,51,51,0,True,False
oddino,51,51,0,True,False
cettina,51,0,51,False,True
carminedomenico,51,51,0,True,False
angelonatale,51,51,0,True,False
gaetanogiovanni,50,50,0,True,False
fabioantonio,50,50,0,True,False
giuseppeedoardo,50,50,0,True,False
giovanniguido,50,50,0,True,False
mariolorenzo,50,50,0,True,False
fabiogiovanni,50,50,0,True,False
massimoluigi,50,50,0,True,False
saverioantonio,50,50,0,True,False
ideo,50,50,0,True,False
enzocarlo,50,50,0,True,False
firmo,50,50,0,True,False
franceschina,50,0,50,False,True
giombattista,50,50,0,True,False
spiridione,50,50,0,True,False
roccofranco,50,50,0,True,False
emilioangelo,50,50,0,True,False
lorenzogiulio,50,50,0,True,False
ruth,50,0,50,False,True
theresia,50,0,50,False,True
settimia,50,0,50,False,True
tullioalberto,50,50,0,True,False
ermelino,50,50,0,True,False
sieglinde,50,0,50,False,True
albertoantonio,50,50,0,True,False
ugogiovanni,50,50,0,True,False
hedwig,50,0,50,False,True
giuseppestefano,50,50,0,True,False
guidogiovanni,50,50,0,True,False
primaldo,50,50,0,True,False
gianattilio,50,50,0,True,False
guidoantonio,50,50,0,True,False
graziaangela,50,0,50,False,True
edoarda,50,0,50,False,True
piergino,50,50,0,True,False
alferio,50,50,0,True,False
francescopio,50,50,0,True,False
paoletta,50,0,50,False,True
tersillo,50,50,0,True,False
salvatorenicola,50,50,0,True,False
geraldo,50,50,0,True,False
florenzo,50,50,0,True,False
gerardoantonio,50,50,0,True,False
raffaelino,50,50,0,True,False
antoniopaolo,50,50,0,True,False
antoniorosario,50,50,0,True,False
norman,50,50,0,True,False
armandino,50,50,0,True,False
hartwigfriedrich,50,50,0,True,False
aloispeter,50,50,0,True,False
ostilio,50,50,0,True,False
thomasanton,50,50,0,True,False
ernamaria,50,0,50,False,True
linamaria,50,0,50,False,True
giannibattista,50,50,0,True,False
luigicosimo,50,50,0,True,False
addolorato,49,49,0,True,False
giuliobenito,49,49,0,True,False
myriam,49,0,49,False,True
leonino,49,49,0,True,False
falco,49,49,0,True,False
giuseppeant,49,49,0,True,False
marcelloantonio,49,49,0,True,False
fabiopietro,49,49,0,True,False
fabiomassimo,49,49,0,True,False
giuseppecosimo,49,49,0,True,False
magno,49,49,0,True,False
umbertocarlo,49,49,0,True,False
luigigiusep,49,49,0,True,False
helmutjosef,49,49,0,True,False
alvero,49,49,0,True,False
enzomario,49,49,0,True,False
licinio,49,49,0,True,False
guelfo,49,49,0,True,False
giuseppeguido,49,49,0,True,False
umbertomario,49,49,0,True,False
esmeralda,49,0,49,False,True
giovannicosimo,49,49,0,True,False
gerardomario,49,49,0,True,False
guendalina,49,0,49,False,True
assuntino,49,49,0,True,False
giovannirocco,49,49,0,True,False
mike,49,49,0,True,False
renzogiuseppe,49,49,0,True,False
claudiomario,49,49,0,True,False
elvia,49,0,49,False,True
giovannigiulio,49,49,0,True,False
francopietro,49,49,0,True,False
mariaregina,49,0,49,False,True
ottavino,49,49,0,True,False
renatofrancesco,49,49,0,True,False
paologiacomo,49,49,0,True,False
mauromaria,49,49,0,True,False
domizia,49,0,49,False,True
antonioalfredo,49,49,0,True,False
jennifer,49,0,49,False,True
judith,49,0,49,False,True
gianfrancomaria,49,49,0,True,False
ginogiuseppe,49,49,0,True,False
mariomarcello,49,49,0,True,False
flaviotomaso,49,49,0,True,False
mariaester,49,0,49,False,True
norino,49,49,0,True,False
afra,48,0,48,False,True
toninoabate,48,48,0,True,False
francoangelo,48,48,0,True,False
everardo,48,48,0,True,False
giangiorgio,48,48,0,True,False
giuseppemarco,48,48,0,True,False
alfredomario,48,48,0,True,False
gianfermo,48,48,0,True,False
piererminio,48,48,0,True,False
edio,48,48,0,True,False
alviano,48,48,0,True,False
lieto,48,48,0,True,False
gianbortolo,48,48,0,True,False
edoardoandrea,48,48,0,True,False
gianlauro,48,48,0,True,False
mentore,48,48,0,True,False
aloisia,48,0,48,False,True
maurizioclaudio,48,48,0,True,False
lucilio,48,48,0,True,False
prosperino,48,48,0,True,False
gaetanofrancesco,48,48,0,True,False
annaclaudia,48,0,48,False,True
favio,48,48,0,True,False
sergioluigi,48,48,0,True,False
isaccoprimo,48,48,0,True,False
domenicomaria,48,48,0,True,False
fiamma,48,0,48,False,True
annabruna,48,0,48,False,True
luciopaolo,48,48,0,True,False
pietrolorenzo,48,48,0,True,False
herwin,48,48,0,True,False
hermannbernhard,48,48,0,True,False
anselma,48,0,48,False,True
pietroaugusto,48,48,0,True,False
marcopaolo,48,48,0,True,False
carloemanuele,48,48,0,True,False
nilla,48,0,48,False,True
marilina,48,0,48,False,True
silvietto,48,48,0,True,False
carloedoardo,48,48,0,True,False
andreasjosef,48,48,0,True,False
gianniangelo,48,48,0,True,False
ana,48,0,48,False,True
claudioluigi,48,48,0,True,False
pieroemilio,48,48,0,True,False
armandodomenico,48,48,0,True,False
provvidenza,48,0,48,False,True
darioluigi,48,48,0,True,False
giuseppelucio,47,47,0,True,False
angelogiosue',47,47,0,True,False
francoaugusto,47,47,0,True,False
lois,47,47,0,True,False
aldoenrico,47,47,0,True,False
bastianino,47,47,0,True,False
dirce,47,0,47,False,True
ingeborg,47,0,47,False,True
albertopasquale,47,47,0,True,False
giselda,47,0,47,False,True
giacomomario,47,47,0,True,False
piermaurizio,47,47,0,True,False
emidia,47,0,47,False,True
gustaverich,47,47,0,True,False
jeanclaude,47,47,0,True,False
adrianopietro,47,47,0,True,False
almo,47,47,0,True,False
danilogiovanni,47,47,0,True,False
gaetanogiuseppe,47,47,0,True,False
giovannimassimo,47,47,0,True,False
amalio,47,47,0,True,False
mariafulvia,47,0,47,False,True
giuliomario,47,47,0,True,False
mariaivana,47,0,47,False,True
eliomario,47,47,0,True,False
santogiuseppe,47,47,0,True,False
giovannimarcello,47,47,0,True,False
nazarena,47,0,47,False,True
giorgioantonio,47,47,0,True,False
orlanda,47,0,47,False,True
marioraffaele,47,47,0,True,False
fabrizioangelo,47,47,0,True,False
mariorenato,47,47,0,True,False
marciano,47,47,0,True,False
martamaria,47,0,47,False,True
anto,47,47,0,True,False
delfio,47,47,0,True,False
giovanniemanuele,47,47,0,True,False
marcoemilio,47,47,0,True,False
arnoldo,47,47,0,True,False
gigetto,47,47,0,True,False
cinziamaria,47,0,47,False,True
luigiclaudio,47,47,0,True,False
angelolino,47,47,0,True,False
giantonio,47,47,0,True,False
domenicopietro,47,47,0,True,False
luigibattista,47,47,0,True,False
giansante,47,47,0,True,False
elido,47,47,0,True,False
tilde,46,2,44,False,True
mariocosimo,46,46,0,True,False
johnny,46,46,0,True,False
andreafrancesco,46,46,0,True,False
giacomosergio,46,46,0,True,False
contardo,46,46,0,True,False
gianpeppino,46,46,0,True,False
gilberta,46,0,46,False,True
walterfranz,46,46,0,True,False
leonhard,46,46,0,True,False
simplicio,46,46,0,True,False
gabriellamaria,46,0,46,False,True
giovannarosa,46,0,46,False,True
carminenicola,46,46,0,True,False
alvino,46,46,0,True,False
claudiomaurizio,46,46,0,True,False
giovannimauro,46,46,0,True,False
carloalessandro,46,46,0,True,False
bonaria,46,0,46,False,True
paolovincenzo,46,46,0,True,False
sergioclaudio,46,46,0,True,False
gaetanino,46,46,0,True,False
pompea,46,0,46,False,True
giovmaria,46,46,0,True,False
gianfrancoantonio,46,46,0,True,False
robertomartino,46,46,0,True,False
klara,46,0,46,False,True
giuseppefausto,46,46,0,True,False
derio,46,46,0,True,False
salvina,46,0,46,False,True
adrianoluigi,46,46,0,True,False
basso,46,46,0,True,False
oddo,46,46,0,True,False
eris,46,46,0,True,False
cosimodomenico,46,46,0,True,False
luisnorbert,46,46,0,True,False
beppe,46,46,0,True,False
cesareantonino,46,46,0,True,False
biagiosalvatore,46,46,0,True,False
annabella,46,0,46,False,True
agostinogiuseppe,46,46,0,True,False
alenka,46,0,46,False,True
ivio,46,46,0,True,False
lucianofrancesco,46,46,0,True,False
annelies,45,0,45,False,True
carmelomaria,45,45,0,True,False
frida,45,0,45,False,True
donatofrancesco,45,45,0,True,False
carminemichele,45,45,0,True,False
francescaangela,45,0,45,False,True
lolita,45,0,45,False,True
carloamedeo,45,45,0,True,False
emilioluigi,45,45,0,True,False
ascenzo,45,45,0,True,False
luciaangela,45,0,45,False,True
aligi,45,45,0,True,False
crocifisso,45,45,0,True,False
josette,45,0,45,False,True
brunhilde,45,0,45,False,True
peppina,45,0,45,False,True
mariagina,45,0,45,False,True
sibilla,45,0,45,False,True
mariaines,45,0,45,False,True
christophwerner,45,45,0,True,False
cosmadamiano,45,45,0,True,False
edmundjosef,45,45,0,True,False
brunoangelo,45,45,0,True,False
albertostefano,45,45,0,True,False
diomede,45,45,0,True,False
ellade,45,0,45,False,True
elladegiacinta,45,0,45,False,True
antongiulio,45,45,0,True,False
orianna,45,0,45,False,True
marialidia,45,0,45,False,True
zenobbia,45,0,45,False,True
italomario,45,45,0,True,False
raffaelenicola,45,45,0,True,False
giuseppepio,45,45,0,True,False
karlmarkus,45,45,0,True,False
fritzkarl,45,45,0,True,False
gianbruno,45,45,0,True,False
peterroman,45,45,0,True,False
odo,45,45,0,True,False
massimomichele,45,45,0,True,False
umbertovincenzo,45,45,0,True,False
onesto,45,45,0,True,False
giovanninicola,45,45,0,True,False
rolandoantonio,45,45,0,True,False
