name,tot,male,female,is_male,is_female
umbertogiuseppe,45,45,0,True,False
lucillo,45,45,0,True,False
giovannitommaso,45,45,0,True,False
giansilvio,45,45,0,True,False
robertoernesto,45,45,0,True,False
luigienrico,45,45,0,True,False
fulio,45,45,0,True,False
salvatoremichele,45,45,0,True,False
giorgiodomenico,45,45,0,True,False
giuseppeernesto,45,45,0,True,False
sighard,45,45,0,True,False
federicomaria,45,45,0,True,False
pietroumberto,45,45,0,True,False
marcodomenico,45,45,0,True,False
linoangelo,45,45,0,True,False
maxkarl,45,45,0,True,False
luigiagostino,45,45,0,True,False
piernicola,45,45,0,True,False
gesuele,44,44,0,True,False
brunocarlo,44,44,0,True,False
robertovittorio,44,44,0,True,False
domenicovito,44,44,0,True,False
giulianamaria,44,0,44,False,True
aurelioantonio,44,44,0,True,False
traiano,44,44,0,True,False
paoloenzo,44,44,0,True,False
elvo,44,44,0,True,False
flaminia,44,0,44,False,True
raffaelemaria,44,44,0,True,False
pietroeugenio,44,44,0,True,False
pioantonio,44,44,0,True,False
paolamargherita,44,0,44,False,True
vittoriopietro,44,44,0,True,False
pietroalessandro,44,44,0,True,False
paolomichele,44,44,0,True,False
marioabele,44,44,0,True,False
colombano,44,44,0,True,False
giandaniele,44,44,0,True,False
pellegro,44,44,0,True,False
anchise,44,44,0,True,False
carlocosimo,44,44,0,True,False
giancamillo,44,44,0,True,False
ritamaddalena,44,0,44,False,True
juliane,44,0,44,False,True
giovannifederico,44,44,0,True,False
gianroberto,44,44,0,True,False
nunzioantonio,44,44,0,True,False
mariarosanna,44,0,44,False,True
deodato,44,44,0,True,False
nicolavito,44,44,0,True,False
vincenzoeugenio,44,44,0,True,False
antonioonorato,44,44,0,True,False
vincenzodomenico,44,44,0,True,False
nicolagiovanni,44,44,0,True,False
mariaceleste,44,0,44,False,True
mariaclelia,44,0,44,False,True
sebastianogiuseppe,44,44,0,True,False
linocarlo,44,44,0,True,False
giovanniagostino,44,44,0,True,False
fernandogiuseppe,44,44,0,True,False
giovannicarmelo,44,44,0,True,False
annalina,44,0,44,False,True
micheleraffaele,44,44,0,True,False
annadomenica,44,0,44,False,True
vincenzopaolo,44,44,0,True,False
floreano,44,44,0,True,False
idelfonso,44,44,0,True,False
giovanniroberto,44,44,0,True,False
rosvaldo,44,44,0,True,False
lucafederico,44,44,0,True,False
orlandino,44,44,0,True,False
roccodonato,44,44,0,True,False
riccardogiuseppe,43,43,0,True,False
willi,43,43,0,True,False
fabrizioivano,43,43,0,True,False
simonettamaria,43,0,43,False,True
giuseppelivio,43,43,0,True,False
sergiorenato,43,43,0,True,False
rinogiuseppe,43,43,0,True,False
luigiluciano,43,43,0,True,False
eziomaria,43,43,0,True,False
corradomaria,43,43,0,True,False
florino,43,43,0,True,False
priska,43,0,43,False,True
alessandroantonio,43,43,0,True,False
luiginazzareno,43,43,0,True,False
amor,43,43,0,True,False
francostefano,43,43,0,True,False
bernardetta,43,0,43,False,True
dariogiovanni,43,43,0,True,False
edvigio,43,43,0,True,False
pieraanna,43,0,43,False,True
giuseppebenito,43,43,0,True,False
silvester,43,43,0,True,False
tizianamaria,43,1,42,False,True
mattea,43,0,43,False,True
marioumile,43,43,0,True,False
pantaleoluigi,43,43,0,True,False
marisella,43,0,43,False,True
giannipietro,43,43,0,True,False
armindo,43,43,0,True,False
gianvalerio,43,43,0,True,False
ugodomenico,43,43,0,True,False
armandoandreino,43,43,0,True,False
vairo,43,43,0,True,False
argenio,43,43,0,True,False
antoninomaria,43,43,0,True,False
valeriogiuseppe,43,43,0,True,False
nobile,43,43,0,True,False
giovannimatteo,43,43,0,True,False
ildefonso,43,43,0,True,False
nicolao,43,43,0,True,False
antoniogabriele,43,43,0,True,False
mariagabriela,43,0,43,False,True
marialinda,43,0,43,False,True
marialorella,43,0,43,False,True
enzogiovanni,43,43,0,True,False
vitosalvatore,43,43,0,True,False
lorenamaria,43,0,43,False,True
piercamillo,43,43,0,True,False
vladimir,43,43,0,True,False
ettoreantonio,43,43,0,True,False
marcofranco,43,43,0,True,False
andreasalvatore,43,43,0,True,False
giacomoluigi,43,43,0,True,False
marcoandrea,43,43,0,True,False
waltergiovanni,43,43,0,True,False
carlogiorgio,43,43,0,True,False
giordanobruno,42,42,0,True,False
gaetanosalvatore,42,42,0,True,False
saverino,42,42,0,True,False
antoniogiulio,42,42,0,True,False
nazzaro,42,42,0,True,False
giovannivito,42,42,0,True,False
lindoro,42,42,0,True,False
sepp,42,42,0,True,False
michelefrancesco,42,42,0,True,False
michelesalvatore,42,42,0,True,False
micheleroberto,42,42,0,True,False
marc,42,42,0,True,False
palmamaria,42,0,42,False,True
marialorena,42,0,42,False,True
salvatorerocco,42,42,0,True,False
davis,42,42,0,True,False
rafaele,42,42,0,True,False
antoniosebastiano,42,42,0,True,False
cosimosalvatore,42,42,0,True,False
leana,42,0,42,False,True
leonilda,42,0,42,False,True
julia,42,0,42,False,True
reinholdantonio,42,42,0,True,False
marioluciano,42,42,0,True,False
palmo,42,42,0,True,False
angelomarino,42,42,0,True,False
carlovincenzo,42,42,0,True,False
amo,42,42,0,True,False
gianbernardo,42,42,0,True,False
giulioantonio,42,42,0,True,False
rudolfchristian,42,42,0,True,False
ethel,42,0,42,False,True
massimoomar,42,42,0,True,False
fortunatoantonio,42,42,0,True,False
giuliomaria,42,42,0,True,False
angeloenrico,42,42,0,True,False
pierfranca,42,0,42,False,True
vincenzorocco,42,42,0,True,False
evelio,42,42,0,True,False
vitoluigi,42,42,0,True,False
eliogiovanni,42,42,0,True,False
euprepio,42,42,0,True,False
teodolinda,42,0,42,False,True
vannio,42,42,0,True,False
jonni,42,42,0,True,False
walterumberto,42,42,0,True,False
gianvittore,41,41,0,True,False
salvatorelorenzo,41,41,0,True,False
ludovica,41,0,41,False,True
giovanniriccardo,41,41,0,True,False
vitocarlo,41,41,0,True,False
maida,41,0,41,False,True
marjan,41,41,0,True,False
triestino,41,41,0,True,False
mariorosario,41,41,0,True,False
fabioangelo,41,41,0,True,False
venicio,41,41,0,True,False
mariasaveria,41,2,39,False,True
emiliogabriele,41,41,0,True,False
santonatale,41,41,0,True,False
alessandrofrancesco,41,41,0,True,False
alessandrino,41,41,0,True,False
antoniotommaso,41,41,0,True,False
antoniosergio,41,41,0,True,False
sinibaldo,41,41,0,True,False
ferrucciogiuseppe,41,41,0,True,False
mariaamalia,41,0,41,False,True
vincenzodonato,41,41,0,True,False
giuseppericcardo,41,41,0,True,False
gianleo,41,41,0,True,False
ivanolorenzo,41,41,0,True,False
baldovino,41,41,0,True,False
giuliomichele,41,41,0,True,False
pietrovincenzo,41,41,0,True,False
policarpo,41,41,0,True,False
fiorina,41,0,41,False,True
pietronatale,41,41,0,True,False
ornellamaria,41,0,41,False,True
tertulliano,41,41,0,True,False
cinzio,41,41,0,True,False
odilia,41,0,41,False,True
piervalentino,41,41,0,True,False
ambrogino,41,41,0,True,False
amalfi,41,41,0,True,False
ventura,41,41,0,True,False
jeanpaul,41,41,0,True,False
piergiorgiosaverio,41,41,0,True,False
ezechiele,41,41,0,True,False
pierfederico,41,41,0,True,False
rivo,41,41,0,True,False
ezioantonioluigi,41,41,0,True,False
robertosante,41,41,0,True,False
egidiodomenico,41,41,0,True,False
mariabianca,41,0,41,False,True
bellarmino,41,41,0,True,False
nicolapietro,41,41,0,True,False
andreacarlo,41,41,0,True,False
nearco,41,41,0,True,False
antonetta,41,0,41,False,True
antonioferdinando,41,41,0,True,False
mariajose,41,0,41,False,True
donatogiuseppe,41,41,0,True,False
antoniogiustino,41,41,0,True,False
mariaisabella,41,0,41,False,True
illuminato,41,41,0,True,False
selvino,41,41,0,True,False
giovanniarturo,41,41,0,True,False
mariadora,41,0,41,False,True
verino,41,41,0,True,False
peterjosef,40,40,0,True,False
riccarda,40,0,40,False,True
johannbaptist,40,40,0,True,False
mira,40,0,40,False,True
annamariateresa,40,0,40,False,True
gianmanuele,40,40,0,True,False
giovannisergio,40,40,0,True,False
giancarloantonio,40,40,0,True,False
felicetto,40,40,0,True,False
bonifazio,40,40,0,True,False
luigirocco,40,40,0,True,False
titoromolo,40,40,0,True,False
danielo,40,40,0,True,False
albertofrancesco,40,40,0,True,False
annunciato,40,40,0,True,False
palmirofranco,40,40,0,True,False
mariovirginio,40,40,0,True,False
emmamaria,40,0,40,False,True
danielemarco,40,40,0,True,False
giovannia,40,40,0,True,False
brunovirgilio,40,40,0,True,False
francovittorio,40,40,0,True,False
isaura,40,0,40,False,True
roseo,40,40,0,True,False
giuseppeagostino,40,40,0,True,False
giuseppegiuliano,40,40,0,True,False
siegmund,40,40,0,True,False
eufrasio,40,40,0,True,False
tommasoantonio,40,40,0,True,False
mariangiola,40,0,40,False,True
giovannibruno,40,40,0,True,False
pieroalberto,40,40,0,True,False
francescogaetano,40,40,0,True,False
giuliomarioluigi,40,40,0,True,False
giancarlomaria,40,40,0,True,False
luigimauro,40,40,0,True,False
remy,40,40,0,True,False
iader,40,40,0,True,False
temistocle,40,40,0,True,False
toninofranco,40,40,0,True,False
wolfango,40,40,0,True,False
angelosilvio,40,40,0,True,False
vittoriopaolo,40,40,0,True,False
renatoantonio,40,40,0,True,False
giambattistino,40,40,0,True,False
massimiliana,40,0,40,False,True
giangaspare,40,40,0,True,False
pauljosef,40,40,0,True,False
vitodario,40,40,0,True,False
silvioantonio,40,40,0,True,False
robertorobert,40,40,0,True,False
bernadette,40,0,40,False,True
dinocarlo,40,40,0,True,False
filippomario,40,40,0,True,False
silvanopaolino,40,40,0,True,False
andreafranco,40,40,0,True,False
thomasjosefhermann,40,40,0,True,False
giorgiosalvatore,40,40,0,True,False
mariasalvatora,40,0,40,False,True
ferlando,40,40,0,True,False
provino,40,40,0,True,False
oscarenrico,40,40,0,True,False
luisito,40,40,0,True,False
nullo,40,40,0,True,False
brunoandrea,40,40,0,True,False
aldobruno,40,40,0,True,False
maino,40,40,0,True,False
maico,40,40,0,True,False
andreaangelo,40,40,0,True,False
mariapasqua,40,0,40,False,True
pierdamiano,40,40,0,True,False
secondina,40,0,40,False,True
luigivito,40,40,0,True,False
donatosalvatore,40,40,0,True,False
elioemilio,40,40,0,True,False
adastro,40,40,0,True,False
italoantonio,40,40,0,True,False
miguel,40,40,0,True,False
leardo,40,40,0,True,False
pietrodonato,40,40,0,True,False
ferdinandoantonio,40,40,0,True,False
felicepietro,40,40,0,True,False
frederic,40,40,0,True,False
eustachius,40,40,0,True,False
alessandrogiovanni,40,40,0,True,False
raimondino,40,40,0,True,False
zeffiro,40,40,0,True,False
varis,40,40,0,True,False
cesareangelo,40,40,0,True,False
mariocelestino,40,40,0,True,False
flavioantonio,40,40,0,True,False
massimogiovanni,40,40,0,True,False
utilio,40,40,0,True,False
silvanomaria,40,40,0,True,False
marianazzarena,40,0,40,False,True
mariagavina,39,0,39,False,True
rizzieri,39,39,0,True,False
pierernesto,39,39,0,True,False
giambortolo,39,39,0,True,False
innocenzio,39,39,0,True,False
pietroaldo,39,39,0,True,False
adolfa,39,0,39,False,True
tonia,39,0,39,False,True
felicina,39,0,39,False,True
privato,39,39,0,True,False
micheleluigi,39,39,0,True,False
amore,39,39,0,True,False
carmelinofranco,39,39,0,True,False
catullo,39,39,0,True,False
gelsirio,39,39,0,True,False
carlosalvatore,39,39,0,True,False
marcelloaldo,39,39,0,True,False
pietrobernardo,39,39,0,True,False
gianbeppe,39,39,0,True,False
raffaelina,39,0,39,False,True
andreuccio,39,39,0,True,False
gerardogiuseppe,39,39,0,True,False
ambros,39,39,0,True,False
elisabettamaria,39,0,39,False,True
annacarmela,39,0,39,False,True
luigipiero,39,39,0,True,False
caludio,39,39,0,True,False
renatopietro,39,39,0,True,False
egidia,39,0,39,False,True
edimaria,39,0,39,False,True
luigigiancarlo,39,39,0,True,False
biagiopietro,39,39,0,True,False
enzoluigi,39,39,0,True,False
gianvirginio,39,39,0,True,False
giblanoroberto,39,39,0,True,False
ligurio,39,39,0,True,False
giblano,39,39,0,True,False
vannes,39,39,0,True,False
denio,39,39,0,True,False
deni,39,39,0,True,False
annito,39,39,0,True,False
salvatoresebastiano,39,39,0,True,False
sergiofrancesco,39,39,0,True,False
marioclaudio,39,39,0,True,False
ageo,39,39,0,True,False
ivangiovanni,39,39,0,True,False
rositano,39,39,0,True,False
giovannialessandro,39,39,0,True,False
emiliopasquale,39,39,0,True,False
flaviogiacomo,39,39,0,True,False
barbaro,39,39,0,True,False
enricobruno,39,39,0,True,False
valterio,39,39,0,True,False
valmore,39,39,0,True,False
giorgiopaolo,39,39,0,True,False
nuccio,39,39,0,True,False
mariarosella,39,0,39,False,True
nunziogiovanni,39,39,0,True,False
fileno,39,39,0,True,False
omer,39,39,0,True,False
giuseppesecondo,39,39,0,True,False
dinoalberto,39,39,0,True,False
maggiorina,39,0,39,False,True
giusepperenato,39,39,0,True,False
longino,39,39,0,True,False
massimoangelo,39,39,0,True,False
giovannivittorio,39,39,0,True,False
karen,39,0,39,False,True
francescopa,39,39,0,True,False
stefanomassimo,39,39,0,True,False
giovanniattilio,39,39,0,True,False
luigiemidio,39,39,0,True,False
gianberto,39,39,0,True,False
cora,39,0,39,False,True
domeniconicolino,39,39,0,True,False
dalido,39,39,0,True,False
modesta,39,0,39,False,True
lucianovincenzo,39,39,0,True,False
feliceelio,39,39,0,True,False
aimo,39,39,0,True,False
angelopiero,39,39,0,True,False
dantedaniele,39,39,0,True,False
ippolita,39,0,39,False,True
danteemilio,39,39,0,True,False
danielevincenzo,39,39,0,True,False
mauretta,39,0,39,False,True
simonepiero,39,39,0,True,False
gianclemente,38,38,0,True,False
brunopaolo,38,38,0,True,False
giacomoremo,38,38,0,True,False
irmgard,38,0,38,False,True
antoniofilippo,38,38,0,True,False
antoninomario,38,38,0,True,False
massimoroberto,38,38,0,True,False
margaret,38,0,38,False,True
tigellio,38,38,0,True,False
vladi,38,38,0,True,False
bortolovalerio,38,38,0,True,False
fiora,38,0,38,False,True
mauriziovincenzo,38,38,0,True,False
accursio,38,38,0,True,False
ildeo,38,38,0,True,False
emiliostefano,38,38,0,True,False
carlalberto,38,38,0,True,False
angelomassimo,38,38,0,True,False
giovannigino,38,38,0,True,False
micheleantonino,38,38,0,True,False
marconatale,38,38,0,True,False
giangiacinto,38,38,0,True,False
mariaemma,38,0,38,False,True
carloenrico,38,38,0,True,False
nathalie,38,0,38,False,True
anello,38,38,0,True,False
angelonicola,38,38,0,True,False
italosalvatore,38,38,0,True,False
giandonato,38,38,0,True,False
gianpalmiro,38,38,0,True,False
marialuigina,38,0,38,False,True
antero,38,38,0,True,False
carlomaurizio,38,38,0,True,False
gianprimo,38,38,0,True,False
vitodonato,38,38,0,True,False
armandoluigi,38,38,0,True,False
emiliogoffredo,38,38,0,True,False
geo,38,38,0,True,False
jimmy,38,38,0,True,False
nancy,38,0,38,False,True
pierosalvatore,38,38,0,True,False
ariosto,38,38,0,True,False
brunoadelino,38,38,0,True,False
georgjosef,38,38,0,True,False
claudiobernardo,38,38,0,True,False
ferruccioprimo,38,38,0,True,False
sigfried,38,38,0,True,False
lucapaolo,38,38,0,True,False
feliciantonio,38,38,0,True,False
emiliagiuseppina,38,0,38,False,True
eutimio,38,38,0,True,False
lucianoamedeo,38,38,0,True,False
crispina,38,0,38,False,True
roccoluciano,38,38,0,True,False
almerindo,38,38,0,True,False
remoaldo,38,38,0,True,False
solidea,38,0,38,False,True
donatomichele,38,38,0,True,False
rebecca,38,0,38,False,True
francoenrico,38,38,0,True,False
pietra,38,0,38,False,True
felicegiuseppe,38,38,0,True,False
levio,38,38,0,True,False
riccardoruggiero,38,38,0,True,False
priscilla,38,3,35,False,True
divo,38,38,0,True,False
evio,38,38,0,True,False
dilvo,38,38,0,True,False
giuseppepompeo,38,38,0,True,False
rosemma,38,0,38,False,True
gabrielemario,38,38,0,True,False
filippino,38,38,0,True,False
lorenzoluigi,38,38,0,True,False
salvatorecarmelo,38,38,0,True,False
alessandromassimo,38,38,0,True,False
spartico,38,38,0,True,False
carminepasquale,38,38,0,True,False
angelarosa,38,2,36,False,True
sabine,38,0,38,False,True
jari,37,37,0,True,False
laviero,37,37,0,True,False
salvatoreignazio,37,37,0,True,False
guidolorenzo,37,37,0,True,False
antoniogesuino,37,37,0,True,False
salvatorerosario,37,37,0,True,False
mariaolimpia,37,0,37,False,True
marioezio,37,37,0,True,False
antonica,37,0,37,False,True
stefanopietro,37,37,0,True,False
fabioalessandro,37,37,0,True,False
donatamaria,37,0,37,False,True
giovanangelo,37,37,0,True,False
giuseppenazzareno,37,37,0,True,False
hermannanton,37,37,0,True,False
giorgioluciano,37,37,0,True,False
brunofelice,37,37,0,True,False
nellocarlo,37,37,0,True,False
francoidio,37,37,0,True,False
nemesio,37,37,0,True,False
augustocesare,37,37,0,True,False
sandronicola,37,37,0,True,False
minella,37,0,37,False,True
paoloaugusto,37,37,0,True,False
aura,37,0,37,False,True
lena,37,0,37,False,True
lella,37,0,37,False,True
galiano,37,37,0,True,False
dariomauro,37,37,0,True,False
alfonsomario,37,37,0,True,False
cisella,37,0,37,False,True
dantino,37,37,0,True,False
antoniosaverio,37,37,0,True,False
barnaba,37,37,0,True,False
francescoferruccio,37,37,0,True,False
alfredogiovanni,37,37,0,True,False
angelosanto,37,37,0,True,False
matteopiernatalino,37,37,0,True,False
davideantonio,37,37,0,True,False
anselmoluigi,37,37,0,True,False
saura,37,0,37,False,True
danilopietro,37,37,0,True,False
tulio,37,37,0,True,False
gianpasquale,37,37,0,True,False
isola,37,0,37,False,True
giovannimarino,37,37,0,True,False
giovannimariano,37,37,0,True,False
ivanomario,37,37,0,True,False
angelamirella,37,0,37,False,True
dalmiro,37,37,0,True,False
michelerosario,37,37,0,True,False
francovellio,37,37,0,True,False
genuino,37,37,0,True,False
giovannidamiano,37,37,0,True,False
luigisergio,37,37,0,True,False
gennarogiovanni,37,37,0,True,False
luigirosario,37,37,0,True,False
giovannidiego,37,37,0,True,False
marialiliana,37,0,37,False,True
antoniofederico,37,37,0,True,False
williams,37,37,0,True,False
giuseppedavide,37,37,0,True,False
pierluisa,37,0,37,False,True
reinhardnorbert,37,37,0,True,False
giuseppandrea,37,37,0,True,False
thomasernst,37,37,0,True,False
querino,37,37,0,True,False
eugeniosalvatore,37,37,0,True,False
redi,37,37,0,True,False
amerino,37,37,0,True,False
giuseppeenzo,37,37,0,True,False
achiropita,37,0,37,False,True
leonio,37,37,0,True,False
antoniociro,37,37,0,True,False
giuseppeezio,37,37,0,True,False
giovannidonato,37,37,0,True,False
pinello,37,37,0,True,False
ioris,36,36,0,True,False
antoninomichele,36,36,0,True,False
lucamassimo,36,36,0,True,False
marianina,36,0,36,False,True
romilio,36,36,0,True,False
mathias,36,36,0,True,False
vitooronzo,36,36,0,True,False
edoardomatteo,36,36,0,True,False
francescangelo,36,36,0,True,False
darioemilio,36,36,0,True,False
sandy,36,1,35,False,True
paololucio,36,36,0,True,False
paoloenrico,36,36,0,True,False
rosaura,36,0,36,False,True
assuntacarmela,36,0,36,False,True
andreasergio,36,36,0,True,False
annapia,36,0,36,False,True
eugeniopatrizio,36,36,0,True,False
marna,36,0,36,False,True
luigiamaria,36,0,36,False,True
salvatorelucio,36,36,0,True,False
eupremio,36,36,0,True,False
luzpaul,36,36,0,True,False
umbertomaria,36,36,0,True,False
udino,36,36,0,True,False
alessandromario,36,36,0,True,False
edimiro,36,36,0,True,False
luz,36,36,0,True,False
josefmaria,36,36,0,True,False
armano,36,36,0,True,False
alexandro,36,36,0,True,False
idolo,36,36,0,True,False
wolfganganton,36,36,0,True,False
giovannirosario,36,36,0,True,False
ernestocarlo,36,36,0,True,False
laurentino,36,36,0,True,False
artenio,36,36,0,True,False
giovannisanto,36,36,0,True,False
rado,36,36,0,True,False
liviomario,36,36,0,True,False
santosalvatore,36,36,0,True,False
daris,36,36,0,True,False
ilariopiercarlo,36,36,0,True,False
trentino,36,36,0,True,False
pascuccio,36,36,0,True,False
annaantonia,36,0,36,False,True
angeloalberto,36,36,0,True,False
damocle,36,36,0,True,False
adrianamaria,36,0,36,False,True
bertino,36,36,0,True,False
antoniocosimo,36,36,0,True,False
peterjohann,36,36,0,True,False
giuseppealessandro,36,36,0,True,False
angelocarlo,36,36,0,True,False
solange,36,0,36,False,True
francogaetano,36,36,0,True,False
carino,36,36,0,True,False
teo,36,36,0,True,False
damianocosimo,36,36,0,True,False
geremiagiuseppe,36,36,0,True,False
maurodomenico,36,36,0,True,False
naldino,36,36,0,True,False
antoniobenito,36,36,0,True,False
dionisia,36,0,36,False,True
marioenzo,36,36,0,True,False
luigifelice,36,36,0,True,False
mariacarlotta,36,0,36,False,True
antonioguglielmo,36,36,0,True,False
dorella,36,0,36,False,True
felicesalvatore,36,36,0,True,False
pasqualesergio,36,36,0,True,False
cosimonicola,36,36,0,True,False
carlofranco,36,36,0,True,False
aldoluigi,36,36,0,True,False
itala,36,0,36,False,True
femio,36,36,0,True,False
pasqualesalvatore,36,36,0,True,False
francescopantaleo,36,36,0,True,False
pasqualenicola,36,36,0,True,False
marioantonino,36,36,0,True,False
valterino,36,33,3,True,False
carloernesto,36,36,0,True,False
silviano,35,35,0,True,False
vanio,35,35,0,True,False
domenicoemilio,35,35,0,True,False
ediemilio,35,35,0,True,False
naldo,35,35,0,True,False
mariafelice,35,0,35,False,True
natalefrancesco,35,35,0,True,False
donatofelice,35,35,0,True,False
maurovalerio,35,35,0,True,False
giuseppepino,35,35,0,True,False
dietrich,35,35,0,True,False
sergioromeo,35,35,0,True,False
ignaziofrancesco,35,35,0,True,False
viktorkarl,35,35,0,True,False
gilmo,35,35,0,True,False
annacarla,35,0,35,False,True
sylvia,35,0,35,False,True
enricocesare,35,35,0,True,False
maurino,35,35,0,True,False
antoniosanto,35,35,0,True,False
vincenzofrancesco,35,35,0,True,False
angelamarialucia,35,0,35,False,True
mariamagdalena,35,0,35,False,True
eno,35,35,0,True,False
adelelmo,35,35,0,True,False
mariaagostina,35,0,35,False,True
apollonia,35,0,35,False,True
giorgiofiorenzo,35,35,0,True,False
giorgiogiacomo,35,35,0,True,False
dionigio,35,35,0,True,False
albertopaolo,35,35,0,True,False
albertolino,35,35,0,True,False
simonefrancesco,35,35,0,True,False
giocondino,35,35,0,True,False
mariagiustina,35,0,35,False,True
albertomassimo,35,35,0,True,False
giorgiomarco,35,35,0,True,False
ferrulio,35,35,0,True,False
antoniodiego,35,35,0,True,False
mariarosina,35,0,35,False,True
enzolivio,35,35,0,True,False
giovannil,35,35,0,True,False
guidoangelo,35,35,0,True,False
dinoluigi,35,35,0,True,False
angelika,35,0,35,False,True
luisamaria,35,0,35,False,True
macario,35,35,0,True,False
alfreda,35,0,35,False,True
rico,35,35,0,True,False
marinoluigi,35,35,0,True,False
luigiorazio,35,35,0,True,False
corino,35,35,0,True,False
jochen,35,35,0,True,False
tazio,35,35,0,True,False
pierlucio,35,35,0,True,False
giuseppeferdinando,35,35,0,True,False
riccardopiero,35,35,0,True,False
richardalois,35,35,0,True,False
angelofausto,35,35,0,True,False
guidoluigi,35,35,0,True,False
pelino,35,35,0,True,False
francoemilio,35,35,0,True,False
tomassino,35,35,0,True,False
robertogabriele,35,35,0,True,False
brigitterosa,35,0,35,False,True
ivomarco,35,35,0,True,False
dalmazzo,35,35,0,True,False
angelogiuseppino,35,35,0,True,False
bindo,35,35,0,True,False
eduilio,35,35,0,True,False
lucioantonio,35,35,0,True,False
camilloantonio,35,35,0,True,False
constantin,35,35,0,True,False
renatoclaudio,35,35,0,True,False
neda,35,0,35,False,True
teseo,35,35,0,True,False
lupo,35,35,0,True,False
hartmut,35,35,0,True,False
perla,35,0,35,False,True
esperia,35,0,35,False,True
josefkarl,35,35,0,True,False
franzwilhelm,35,35,0,True,False
frieda,35,0,35,False,True
carlopasquale,35,35,0,True,False
christophmartin,35,35,0,True,False
carlonicola,35,35,0,True,False
franzthomas,35,35,0,True,False
ciroaniello,35,35,0,True,False
pietroarmando,35,35,0,True,False
andreavalentino,35,35,0,True,False
carlofilippo,35,35,0,True,False
remoluigi,35,35,0,True,False
clement,35,35,0,True,False
joel,35,35,0,True,False
nina,35,0,35,False,True
consiglio,35,35,0,True,False
tommasomario,35,35,0,True,False
edoardoantonino,35,35,0,True,False
emiliogeremia,35,35,0,True,False
rosalucia,35,0,35,False,True
karoline,35,0,35,False,True
catalina,35,0,35,False,True
ottojosef,35,35,0,True,False
rutilio,35,35,0,True,False
roselinde,35,0,35,False,True
mariomassimo,35,35,0,True,False
davidegiorgio,35,35,0,True,False
marinatiziana,35,0,35,False,True
stefanalois,35,35,0,True,False
christiane,35,0,35,False,True
laurent,35,35,0,True,False
gianmarino,35,35,0,True,False
albertogiovanni,35,35,0,True,False
anito,35,35,0,True,False
iames,35,35,0,True,False
giovannisecondo,35,35,0,True,False
rugero,35,35,0,True,False
giovannisaverio,35,35,0,True,False
vitolorenzo,35,35,0,True,False
ettoreluigi,35,35,0,True,False
emiliofrancesco,35,35,0,True,False
lucianoalberto,35,35,0,True,False
maricla,35,0,35,False,True
bengasi,35,35,0,True,False
almerico,35,35,0,True,False
giovannip,35,35,0,True,False
danieleserafino,35,35,0,True,False
alexandra,35,0,35,False,True
rodrigo,35,35,0,True,False
eduardjohann,35,35,0,True,False
gianniguido,35,35,0,True,False
martinorenato,35,35,0,True,False
marie,35,0,35,False,True
angelopaolo,35,35,0,True,False
edmond,35,35,0,True,False
bartolomeocarlo,35,35,0,True,False
giovannigerolamo,34,34,0,True,False
adalino,34,34,0,True,False
gottlieb,34,34,0,True,False
marcofabio,34,34,0,True,False
lamj,34,34,0,True,False
helmutgebhard,34,34,0,True,False
jury,34,34,0,True,False
iglis,34,34,0,True,False
lorenzoenrico,34,34,0,True,False
antiococesare,34,34,0,True,False
alfo,34,34,0,True,False
aldogerardo,34,34,0,True,False
angeloambrogio,34,34,0,True,False
siria,34,0,34,False,True
angelomartino,34,34,0,True,False
angelomarco,34,34,0,True,False
mariaornella,34,0,34,False,True
aldomatteo,34,34,0,True,False
maurofrancesco,34,34,0,True,False
angelogiulio,34,34,0,True,False
luigiettore,34,34,0,True,False
lidano,34,34,0,True,False
mariogavino,34,34,0,True,False
angelogaetano,34,34,0,True,False
aderito,34,34,0,True,False
levis,34,34,0,True,False
inereo,34,34,0,True,False
alduino,34,34,0,True,False
marioalbino,34,34,0,True,False
ulrica,34,0,34,False,True
sveva,34,0,34,False,True
silvina,34,0,34,False,True
guidocarisio,34,34,0,True,False
gisleno,34,34,0,True,False
lothar,34,34,0,True,False
altiero,34,34,0,True,False
gianeusebio,34,34,0,True,False
renzoangelo,34,34,0,True,False
gerardorinaldo,34,34,0,True,False
salvatoreercole,34,34,0,True,False
florestano,34,34,0,True,False
eziomauro,34,34,0,True,False
aldamaria,34,0,34,False,True
paoloagostino,34,34,0,True,False
carloluciano,34,34,0,True,False
attanasio,34,34,0,True,False
darioangelo,34,34,0,True,False
darioalberto,34,34,0,True,False
carlosecondo,34,34,0,True,False
pierbattista,34,34,0,True,False
gianrocco,34,34,0,True,False
eulero,34,34,0,True,False
geneo,34,34,0,True,False
luisagiuseppina,34,0,34,False,True
walterarturo,34,34,0,True,False
gilbert,34,34,0,True,False
pietronicola,34,34,0,True,False
voltero,34,34,0,True,False
carlina,34,0,34,False,True
silver,34,34,0,True,False
pietroromeo,34,34,0,True,False
silvanoedoardo,34,34,0,True,False
pierdiddio,34,34,0,True,False
piergavino,34,34,0,True,False
sebastianopietro,34,34,0,True,False
benino,34,34,0,True,False
camillopietro,34,34,0,True,False
avde,34,0,34,False,True
ivanapatrizia,34,0,34,False,True
avdeiris,34,0,34,False,True
giacomantonio,34,34,0,True,False
ferdiano,34,34,0,True,False
bibiana,34,0,34,False,True
salvatorico,34,34,0,True,False
